,position,name,ms_level,polarity,retention_time,height,mz,neutral_mass,adducts,p_value,quantitation_mass,10_25_2016_islet_OA_12.mzXML retention_time,10_25_2016_islet_OA_12.mzXML height,10_25_2016_islet_OA_12.mzXML mz,10_25_2016_islet_OB_13.mzXML retention_time,10_25_2016_islet_OB_13.mzXML height,10_25_2016_islet_OB_13.mzXML mz,10_25_2016_islet_OC_14.mzXML retention_time,10_25_2016_islet_OC_14.mzXML height,10_25_2016_islet_OC_14.mzXML mz,10_25_2016_islet_OD_15.mzXML retention_time,10_25_2016_islet_OD_15.mzXML height,10_25_2016_islet_OD_15.mzXML mz,10_25_2016_islet_OHA_16.mzXML retention_time,10_25_2016_islet_OHA_16.mzXML height,10_25_2016_islet_OHA_16.mzXML mz,10_25_2016_islet_OHB_17.mzXML retention_time,10_25_2016_islet_OHB_17.mzXML height,10_25_2016_islet_OHB_17.mzXML mz,10_25_2016_islet_OHC_18.mzXML retention_time,10_25_2016_islet_OHC_18.mzXML height,10_25_2016_islet_OHC_18.mzXML mz,10_25_2016_islet_OHD_19.mzXML retention_time,10_25_2016_islet_OHD_19.mzXML height,10_25_2016_islet_OHD_19.mzXML mz,10_25_2016_islet_OHE_20.mzXML retention_time,10_25_2016_islet_OHE_20.mzXML height,10_25_2016_islet_OHE_20.mzXML mz,10_25_2016_islet_YA_1.mzXML retention_time,10_25_2016_islet_YA_1.mzXML height,10_25_2016_islet_YA_1.mzXML mz,10_25_2016_islet_YB_2.mzXML retention_time,10_25_2016_islet_YB_2.mzXML height,10_25_2016_islet_YB_2.mzXML mz,10_25_2016_islet_YC_3.mzXML retention_time,10_25_2016_islet_YC_3.mzXML height,10_25_2016_islet_YC_3.mzXML mz,10_25_2016_islet_YD_4.mzXML retention_time,10_25_2016_islet_YD_4.mzXML height,10_25_2016_islet_YD_4.mzXML mz,10_25_2016_islet_YE_5.mzXML retention_time,10_25_2016_islet_YE_5.mzXML height,10_25_2016_islet_YE_5.mzXML mz,10_25_2016_islet_YHA_6.mzXML retention_time,10_25_2016_islet_YHA_6.mzXML height,10_25_2016_islet_YHA_6.mzXML mz,10_25_2016_islet_YHB_7.mzXML retention_time,10_25_2016_islet_YHB_7.mzXML height,10_25_2016_islet_YHB_7.mzXML mz,10_25_2016_islet_YHC_8.mzXML retention_time,10_25_2016_islet_YHC_8.mzXML height,10_25_2016_islet_YHC_8.mzXML mz,10_25_2016_islet_YHD_9.mzXML retention_time,10_25_2016_islet_YHD_9.mzXML height,10_25_2016_islet_YHD_9.mzXML mz,10_25_2016_islet_YHE_10.mzXML retention_time,10_25_2016_islet_YHE_10.mzXML height,10_25_2016_islet_YHE_10.mzXML mz,10_25_2016_islet_YHF_11.mzXML retention_time,10_25_2016_islet_YHF_11.mzXML height,10_25_2016_islet_YHF_11.mzXML mz,VIP
250,251,#251 244.0000@7.2385 MS1+,1,+,7.238466666666667,7778.488927551152,244.0,,,0.6290463904078204,244.0,,,,7.21965,5817.22509765625,150.98,6.931933333333333,34257.86614797184,244.0,7.238466666666667,7778.488927551152,244.0,,,,,,,7.232083333333334,4916.567209273259,244.01,,,,,,,,,,7.23855,11710.60546875,244.0,7.2509,6006.790335640572,243.99,,,,7.23835,6092.875537087575,151.02,,,,,,,7.24475,6137.422193988219,243.98,,,,7.238466666666667,7516.51943128289,244.01,7.232266666666666,4722.878760668903,243.99,1.9536191060686703
254,255,#255 113.1000@16.3714 MS1+,1,+,16.371416666666665,7126.365234375,113.1,,,0.638916253989344,169.1266666666667,16.371283333333334,7054.202994713172,113.1,16.071033333333332,5363.968719173624,113.08,16.3588,11600.79071452982,147.03,16.4464,5331.801717305001,113.05,,,,,,,,,,16.352533333333334,9120.9580078125,113.07,16.371266666666667,4674.607546376351,127.08,16.759166666666665,7269.622970462165,113.08,16.146233333333335,8818.719971859111,113.1,16.365016666666666,9320.515625,113.1,16.371416666666665,7126.365234375,113.1,,,,16.38385,5996.736282124216,113.06,,,,,,,,,,16.064833333333333,5832.753100585938,113.09,,,,1.980179492725193
136,137,#137 147.0300@24.0717 MS1+,1,+,24.071666666666665,33329.77987641086,147.03,,,0.3533481500548827,147.0290909090909,24.0905,25062.431787505688,147.03,24.0905,21257.6325549928,147.03,24.071666666666665,33329.77987641086,147.03,,,,24.084166666666665,25169.472523578283,147.03,24.034166666666668,34786.5078125,147.03,24.084166666666665,15981.526937790346,147.03,,,,,,,,,,24.07183333333333,17792.375352093026,147.03,24.059166666666663,9389.791583338549,147.03,,,,24.12783333333333,9560.150440017433,147.07,,,,,,,24.053,26921.422483680944,147.02,,,,24.059166666666663,21865.022313092915,147.03,24.10933333333333,9122.56873332944,147.03,2.065068101140386
214,215,#215 111.0800@30.3333 MS1+,1,+,30.33333333333333,9368.014615911708,111.08,,,0.5667662570735057,111.08,30.383333333333333,11894.080519419776,111.08,,,,30.33333333333333,9368.014615911708,111.08,30.60233333333333,5447.241465964558,111.07,30.47716666666667,6164.853418225763,111.08,30.614833333333333,8659.710002195236,111.08,30.058,9028.478103912155,111.07,30.596,7010.268633728352,125.1,30.1895,3480.126214261248,111.07,30.370833333333334,4112.2756668611855,111.07,30.35216666666667,7727.414053783792,111.08,30.639833333333332,11423.491558462363,111.07,30.396,11938.440441867157,111.08,,,,30.58983333333333,6120.659057955701,125.04,30.514833333333332,6312.388361130492,111.08,30.05183333333333,9124.987090953304,153.1,30.177,3152.9300238235446,111.08,30.708666666666662,8121.986589435688,111.08,,,,2.113687457085769
268,269,#269 113.1000@48.6743 MS1+,1,+,48.67433333333334,10726.826171875,113.1,,,0.5573496320781065,113.09333333333332,,,,,,,48.7305,8181.704667315404,113.08,48.693,7090.346296619751,113.09,,,,48.6365,11267.627067139443,113.06,48.642833333333336,9915.3681640625,113.09,48.60533333333333,9848.03651396041,113.09,48.5615,7777.037445900856,113.1,,,,48.67433333333334,10726.826171875,113.1,,,,,,,,,,,,,,,,48.72416666666666,5555.171386949034,125.13,48.793,5612.375051572764,113.11,,,,,,,2.1872772614437563
256,257,#257 113.0900@48.7367 MS1+,1,+,48.736666666666665,7899.577472507179,113.09,,,0.8272702113281167,206.993,48.774166666666666,6697.367588726298,127.07,,,,,,,48.743,12659.6669921875,113.09,,,,48.9305,9569.181589226971,113.06,48.599,7069.257923120353,111.07,48.4865,8541.370616158154,113.07,48.69916666666666,4024.7552654542296,113.06,48.87433333333333,9322.556640625,113.11,48.517833333333336,6981.95920829961,113.1,48.71783333333334,8255.640385724724,113.1,,,,48.736666666666665,7899.577472507179,113.09,,,,,,,48.9995,8421.84088212703,113.09,48.6805,8270.1318359375,113.06,48.761833333333335,11537.181640625,113.06,48.72433333333333,9445.758074721,113.13,2.2028504518939465
261,262,#262 252.9800@52.2585 MS1+,1,+,52.258500000000005,11222.9833984375,252.98,,,0.511667995335209,253.0,,,,,,,52.37733333333333,10811.7451171875,252.97,52.258500000000005,11222.9833984375,252.98,,,,52.26466666666667,11596.6376953125,252.98,52.23333333333333,8131.983666765056,253.0,,,,52.17716666666667,7448.12460849279,253.0,52.396166666666666,7899.633689529131,253.0,,,,52.271,8698.653872408617,253.0,,,,51.9895,10708.245833956002,252.97,52.22716666666667,6756.553076255019,252.99,,,,,,,52.17733333333333,6902.871007165488,253.01,,,,,,,2.2039948262087763
222,223,#223 206.9800@49.7252 MS1+,1,+,49.725166666666674,14996.8955078125,206.98,,,0.1295854499474946,133.00285714285715,,,,,,,,,,49.725166666666674,14996.8955078125,206.98,49.48733333333333,9466.791350666675,207.0,49.625,10182.435105037428,207.0,49.61233333333333,12993.801405981874,206.98,49.81266666666667,11570.54978572554,207.0,49.850166666666674,7784.289058252187,113.06,49.60616666666667,16153.82421875,206.95,,,,49.60616666666667,11716.022044115554,207.04,,,,49.61866666666666,13925.245100412443,206.95,,,,,,,,,,50.06916666666667,9684.769179340774,207.04,,,,49.69383333333334,10099.464079888086,206.99,2.2455293822791837
285,286,#286 111.0800@48.0110 MS1+,1,+,48.011,9623.768330199768,111.08,,,0.6921905189850697,221.03833333333333,,,,,,,,,,,,,,,,47.92966666666667,8260.10483518767,207.0,48.029833333333336,10546.3095703125,206.98,48.011,9623.768330199768,111.08,48.0485,4418.665817881501,221.04,48.03616666666667,6782.966283964612,206.95,,,,,,,,,,,,,,,,,,,48.03616666666667,6243.089567296895,111.03,48.055,7820.905031869413,271.2,,,,,,,2.250493182929104
205,206,#206 207.0300@51.0512 MS1+,1,+,51.05116666666667,14078.504440355697,207.03,,,0.2770847517492558,206.9928571428572,51.34516666666666,8730.424618970348,206.99,51.095,11055.99011009914,206.99,51.01366666666667,10506.518055060806,206.99,,,,50.78216666666666,12572.11890253116,207.0,,,,51.251333333333335,12643.95715032667,207.02,,,,51.12,12075.306640625,253.0,,,,50.776,18669.8046875,207.0,51.07616666666667,14947.278922582002,207.04,,,,51.1825,11458.740234375,253.01,51.05116666666667,14078.504440355697,207.03,,,,,,,,,,,,,,,,2.3059656807389564
199,200,#200 383.0900@24.1842 MS1+,1,+,24.184166666666663,8418.34481807549,383.09,,,0.6567696551768655,383.12,,,,,,,24.547166666666666,3368.8984500293545,383.12,24.4345,4110.857754825258,111.07,24.3845,6113.246843038797,111.04,,,,24.184166666666663,8418.34481807549,383.09,,,,24.153,17394.292795298687,383.12,,,,24.3345,7920.900535301636,383.12,,,,24.41583333333333,6586.609332765854,383.12,24.303,5907.538300693314,383.07,24.3595,7594.946560008726,111.09,24.403166666666667,5587.136784650642,111.08,24.303166666666662,7862.334343297298,383.09,24.42833333333333,5797.322870124263,111.08,,,,24.42833333333333,3558.5115297971524,383.12,2.5231097901993045
127,128,#128 147.0300@27.2493 MS1+,1,+,27.249333333333333,42842.01730241195,147.03,,,0.3851079256947277,147.0292857142857,27.293166666666664,13857.600077864608,147.03,,,,27.268166666666666,31711.923828125,300.1,27.28083333333333,21284.080610691384,272.09,,,,27.249333333333333,42842.01730241195,147.03,,,,27.21183333333333,37214.6640625,147.03,27.243166666666664,32783.86803570645,300.09,27.280666666666665,16161.079546184928,147.03,27.30583333333333,13881.411986653073,147.03,27.268166666666666,28626.224609375,300.1,,,,27.299333333333333,16680.56492741799,147.03,,,,27.230666666666664,22306.109375,272.09,27.25583333333333,27267.24609375,147.02,27.2995,14485.230495843454,147.03,27.262,18107.36672907867,147.03,,,,2.7791606303298106
