,Name,SpectrumId,ClusterId,SubmissionId,species,instrument name,column name,ms instrument name,sample source,disease
3503,"Scyllo-Inositol, 6TMS derivative",377256,1272242,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
3504,Unknown,377726,1272712,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3505,"Scyllo-Inositol, 6TMS derivative",378202,1273188,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
3506,"Scyllo-Inositol, 6TMS derivative",378755,1273741,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
3507,Unknown,373128,1268118,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3508,"1,6-Dihydroxy-3-methylanthraquinone, O,O'-bis(trimethylsilyl)-",374712,1269702,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3509,Unknown,370336,1265342,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3510,Unknown,376590,1271576,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3511,Unknown,373148,1268138,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3512,Unknown,371740,1266730,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3513,Unknown,372492,1267482,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3514,Unknown,373695,1268685,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3515,Unknown,370676,1265670,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3516,Unknown,373724,1268714,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3517,Unknown,373694,1268684,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3518,Unknown,373725,1268715,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3519,Unknown,367374,1262457,135,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3520,Unknown,375774,1270763,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3521,Unknown,367503,1262586,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3522,Unknown,370126,1265166,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3523,Unknown,376593,1271579,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3524,Unknown,373181,1268171,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3525,Unknown,373254,1268244,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3526,Unknown,369966,1265046,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3527,Unknown,376737,1271723,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3528,Unknown,370972,1265963,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3529,Unknown,371380,1266370,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3530,Unknown,371711,1266701,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3531,Unknown,369866,1264946,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3532,Unknown,370278,1265290,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3533,Unknown,371733,1266723,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3534,"L-Ornithine, 4TMS derivative",370441,1265441,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3535,Unknown,369908,1264988,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3536,Unknown,373279,1268269,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3537,Unknown,368250,1263333,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3538,Unknown,377224,1272210,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
3539,Unknown,369841,1264921,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3540,Unknown,373273,1268263,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3541,Unknown,367469,1262552,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3542,"L-Ornithine, 4TMS derivative",370178,1265170,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3543,"L-Ornithine, 4TMS derivative",370130,1265170,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3544,Unknown,375455,1270444,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3545,Unknown,368313,1263396,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3546,Unknown,372499,1267489,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3547,Unknown,373150,1268140,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3548,Unknown,378161,1273147,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3549,Unknown,373696,1268686,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3550,Unknown,378096,1273082,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3551,Unknown,375487,1270476,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3552,Unknown,368263,1263346,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3553,Unknown,374804,1269794,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3554,Unknown,368375,1263458,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3555,"1H-Purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-7-octyl-8-(4-fluorobenzylthio)-",371665,1266655,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3556,Unknown,378530,1273516,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
3557,Unknown,369165,1264246,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3558,Unknown,367498,1262581,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3559,Unknown,373861,1268851,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3560,Unknown,369312,1264393,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3561,Unknown,371676,1266666,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3562,Unknown,375796,1270785,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3563,Unknown,372422,1267412,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3564,Unknown,373066,1268056,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3565,Unknown,374912,1269902,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3566,Unknown,373071,1268061,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3567,Unknown,373706,1268696,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3568,Unknown,372388,1267378,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3569,Unknown,369149,1264230,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3570,"Glyceric acid, 3TMS derivative",375428,1270417,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3571,Unknown,372379,1267369,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3572,Unknown,367520,1262603,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3573,"Salmeterol, N-trifluoroacetyl-O,O,o-tris(trimethylsilyl)deriv.",369613,1264693,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3574,Unknown,367589,1262672,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3575,Unknown,373061,1268051,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3576,Unknown,370578,1265573,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3577,Unknown,370297,1265306,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3578,"Tridecanoic acid, methyl ester",367179,1262262,133,oak tree,agilent,agilent hps-ms,agilent 5975b,plant,
3579,Unknown,368208,1263291,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3580,"6-(Hydroxyimino)-6,7,8,9-tetrahydro-benzo[7]annulen-5-one",367363,1262446,135,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3581,"Glyceric acid, 3TMS derivative",375516,1270505,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3582,Unknown,370658,1265652,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3583,Unknown,373730,1268720,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3584,Unknown,373863,1268853,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3585,Unknown,371683,1266673,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3586,Unknown,373854,1268844,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3587,Unknown,373224,1268214,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3588,Unknown,377704,1272690,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3589,"Palmitic Acid, TMS derivative",377686,1272672,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3590,Unknown,373847,1268837,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3591,"Palmitic Acid, TMS derivative",377241,1272227,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
3592,"Palmitic Acid, TMS derivative",378190,1273176,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
3593,Unknown,369912,1264992,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3594,Unknown,370586,1265581,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3595,"4-Fluorobenzyl alcohol, pentafluoropropionate",374728,1269718,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3596,"Palmitic Acid, TMS derivative",376794,1271780,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
3597,"Palmitic Acid, TMS derivative",378561,1273547,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
3598,"Tromethamine, 3TBDMS derivative",368195,1263278,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3599,Unknown,374732,1269722,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3600,Unknown,373791,1268781,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3601,"Anisole, 2-(benzyloxy)-5-(2-nitrovinyl)-",372400,1267390,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3602,Unknown,376540,1271526,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3603,"Propanoic acid, 3,3,3-trifluoro-2-[(2-furanylcarbonyl)amino]-2-(2-pyrimidinylamino)-, ethyl ester",367222,1262305,134,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3604,Unknown,376305,1271294,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3605,Unknown,370276,1265288,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3606,Unknown,375678,1270667,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3607,Unknown,369824,1264904,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3608,Unknown,373060,1268050,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3609,Unknown,373747,1268737,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3610,Unknown,376643,1271629,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3611,Unknown,376639,1271625,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3612,Unknown,367454,1262537,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3613,Unknown,373808,1268798,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3614,Unknown,373905,1268895,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3615,Unknown,368209,1263292,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3616,Unknown,369796,1264876,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3617,Unknown,372382,1267372,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3618,Unknown,367441,1262524,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3619,Unknown,373751,1268741,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3620,"Tromethamine, 3TBDMS derivative",368187,1263270,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3621,Unknown,373057,1268047,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3622,Unknown,371650,1266640,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3623,Unknown,378124,1273110,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3624,Unknown,377211,1272197,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
3625,Unknown,372404,1267394,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3626,Unknown,370812,1265803,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3627,Unknown,370686,1265680,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3628,Unknown,373065,1268055,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3629,Unknown,371531,1266521,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3630,"1-(2-Dimethylamino-ethyl)-3-hydroxy-4-(thiophene-2-carbonyl)-5-thiophen-2-yl-1,5-dihydro-pyrrol-2-one",374735,1269725,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3631,Unknown,375965,1270954,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3632,Unknown,371666,1266656,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3633,Unknown,374737,1269727,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3634,Unknown,367434,1262517,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3635,Unknown,376749,1271735,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3636,Unknown,373713,1268703,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3637,Unknown,369846,1264926,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3638,Unknown,375418,1270407,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3639,Unknown,371492,1266482,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3640,Unknown,378521,1273507,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
3641,Unknown,375513,1270502,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3642,Unknown,370788,1265780,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3643,Unknown,369928,1265008,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3644,Unknown,368275,1263358,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3645,Unknown,370800,1265792,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3646,Unknown,368319,1263402,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3647,Unknown,369939,1265019,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3648,Unknown,375543,1270532,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3649,Unknown,379001,1273987,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
3650,Unknown,372430,1267420,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3651,Unknown,372484,1267474,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3652,Unknown,371717,1266707,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3653,Unknown,372423,1267413,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3654,Unknown,368271,1263354,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3655,Unknown,377894,1272880,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3656,Unknown,375591,1270580,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3657,Unknown,373271,1268261,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3658,Unknown,372391,1267381,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3659,Unknown,370236,1265156,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3660,Unknown,370109,1265156,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3661,Unknown,369826,1264906,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3662,Unknown,373774,1268764,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3663,Unknown,372398,1267388,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3664,Unknown,368324,1263407,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3665,Unknown,378120,1273106,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3666,Unknown,373752,1268742,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3667,Unknown,371716,1266706,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3668,Unknown,369861,1264941,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3669,Unknown,378519,1273505,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
3670,Unknown,369921,1265001,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3671,"1,3-Dioxolane, 4-ethyl-2-pentadecyl-",376622,1271608,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3672,Unknown,375702,1270691,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3673,Unknown,377190,1272176,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
3674,Unknown,372529,1267519,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3675,Unknown,371709,1266699,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3676,Unknown,371579,1266569,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3677,Unknown,370838,1265829,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3678,Unknown,377625,1272611,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
3679,Unknown,373162,1268152,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3680,Unknown,369733,1264813,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3681,Unknown,376141,1271130,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3682,Unknown,373733,1268723,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3683,Unknown,367368,1262451,135,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3684,"Propane, 2-(9-borabicyclo[3.3.1]non-9-yloxy)-3-(9-borabicyclo[3.3.1]non-9-ylthio)-1-phenoxy-",373147,1268137,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3685,Unknown,370440,1265440,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3686,Unknown,370465,1265465,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3687,Unknown,368291,1263374,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3688,Unknown,370229,1265162,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3689,Unknown,369916,1264996,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3690,"Phenoxathiin-2,8-diamine-10,10-dioxide",369055,1264136,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3691,Unknown,372453,1267443,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3692,Unknown,370118,1265162,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3693,Unknown,367448,1262531,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3694,Unknown,368199,1263282,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3695,Unknown,371449,1266439,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3696,Unknown,368432,1263515,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3697,Unknown,367455,1262538,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3698,Unknown,373183,1268173,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3699,Unknown,367491,1262574,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3700,Unknown,372534,1267524,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3701,Unknown,372380,1267370,143,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3702,Unknown,374788,1269778,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3703,Unknown,374896,1269886,146,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3704,Unknown,370547,1265544,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3705,Unknown,369057,1264138,138,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3706,"1,5-Anhydroglucitol, 4TMS derivative",370087,1265138,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3707,Unknown,373851,1268841,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3708,Unknown,373780,1268770,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3709,Unknown,369811,1264891,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3710,Unknown,369829,1264909,139,mouse,agilent 7890b,agilent db5-ms,agilent 5977a,pancreas,
3711,Unknown,371663,1266653,141,mouse,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3712,"1,6-Dihydroxy-3-(hydroxymethyl)-8-methoxyanthraquinone, O,O',O''-tris(trimethylsilyl)-",376528,1271514,148,rat,agilent 1290,waters acquity beh c18,bruker maxis impact qtof,feces,cancer
3713,Unknown,373836,1268826,145,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,breast,cancer
3714,Unknown,373193,1268183,144,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3715,Unknown,371004,1265995,140,human,qeorbitrap-gc-ms,tracegold tg-5silms,thermo q exactive orbitrap,blood,
3716,Unknown,368314,1263397,137,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3717,"Myo-Inositol, 6TMS derivative",377239,1272225,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
3718,"Myo-Inositol, 6TMS derivative",378193,1273179,152,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,lung,sepsis
3719,Unknown,367452,1262535,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3720,"Propanedioic acid, 2TMS derivative",375718,1270707,147,wheat,trace gc 1310,tg-5ms,isq lt thermo fisher scientific,plant,
3721,Unknown,367514,1262597,136,human,gc-ei-ms,sge 0.15 mm i.d. x 50 m,thermo itq,cultured cells,
3722,Unknown,377229,1272215,150,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,jejunum,sepsis
3723,Unknown,376782,1271768,149,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,ileum,sepsis
3724,"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol",377689,1272675,151,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,liver,sepsis
3725,"1,2,3,4,5,6-Hexa-O-trimethelsilyl-myo-inositol",378559,1273545,153,pig,agilent 6890n,agilent db-5ms ui capillary column,agilent 5975,muscle,sepsis
