Unknown,uInChIKey,Rank,Library,Id,Mass,Lib MW,Score,Dot Product,Prob(%),Peptide,Charge,Formula,Prec.Type,FlankRes,Mods,Pep,CAS,NIST r.n.,InChIKey,Nreps,Tfratio,Protein
#12698 473.2647@35.660 MS1+ [Scan #4452 @35.5655 MS2 +],,1,hr_msms_nist,776504,450.277,450,363,363,100,Celastrol,1,C29H38O4,[M+Na]+,,,,34157830,3174525,KQJSQWZMSAGSHN-JJWQIEBTSA-N,,,
#12705 392.2544@35.757 MS1+ [Scan #4200 @35.6138 MS2 +],,1,hr_msms_nist,249812,429.268,429,328,328,100,"5-Heptenamide, 7-[(1R,2R,3S,5S)-2-[(3R)-3-(2,3-dihydro-1H-inden-2-yl)-3-hydroxy-1-propen-1-yl]-3-fluoro-5-hydroxycyclopentyl]-N-ethyl-, (5Z)-",1,C26H36FNO3,[M+H-H3FO]+,,,,0,1439773,VABRORXFVJOSHQ-OXDHMAHTSA-N,,,
#12722 715.3773@35.803 MS1+ [Scan #4229 @35.8635 MS2 +],,1,biopep_msms_nist,24805,2857.505,2856,999,999,100,".beta.-Endorphin (1-26), human",4,C130H208N32O38S,[M+4H]4+,,,,0,0,,,,
#13430 413.2661@3.190 MS1+ [Scan #317 @2.9626 MS2 +],,1,hr_msms_nist,58505,390.277,390,636,636,99,Di-n-octyl phthalate,1,C24H38O4,[M+Na]+,,,,117840,1153082,MQIUGAXCHLFZKX-UHFFFAOYSA-N,,,
#14530 428.0368@8.272 MS1+ [Scan #976 @8.2109 MS2 +],,1,lr_msms_nist,13809,427.029,427,623,623,100,Adenosine 5'-diphosphate,1,C10H15N5O10P2,[M+H]+,,,,58640,1053868,XTWYTFMLZFPYCI-KQYNXXCUSA-N,,,
#14732 487.1801@8.869 MS1+ [Scan #1065 @8.8609 MS2 +],,1,lr_msms_nist,99477,464.197,464,495,495,87.8,Beclomethasone 21-propionate,1,C25H33ClO6,[M+Na]+,,,,69224799,1509808,OPNPEZLXXKGRTA-XGQKBEPLSA-N,,,
#14894 384.5650@9.715 MS1+ [Scan #1159 @9.6835 MS2 +],,1,lr_msms_nist,40560,767.115,767,430,430,100,Coenzyme A,2,C21H36N7O16P3S,[M+2H]2+,,,,85610,1162149,RGJOEKWQDUBAIZ-DRCCLKDXSA-N,,,
#14894 384.5650@9.715 MS1+ [Scan #1188 @9.6840 MS2 +],,1,lr_msms_nist,40560,767.115,767,508,508,100,Coenzyme A,2,C21H36N7O16P3S,[M+2H]2+,,,,85610,1162149,RGJOEKWQDUBAIZ-DRCCLKDXSA-N,,,
#15137 385.1288@10.730 MS1+ [Scan #1303 @10.6531 MS2 +],,1,lr_msms_nist,12494,384.122,384,415,415,100,S-(5'-Adenosyl)-L-homocysteine,1,C14H20N6O5S,[M+H]+,,,,979920,1051768,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,,,
#15198 460.1941@11.231 MS1+ [Scan #1325 @11.1474 MS2 +],,1,lr_msms_nist,113585,459.187,459,921,921,87.3,(6S)-5-Methyltetrahydrofolic acid,1,C20H25N7O6,[M+H]+,,,,31690092,1570430,ZNOVTXRBGFNYRX-OLZOCXBDSA-N,,,
#15308 508.0031@11.709 MS1+ [Scan #1378 @11.5124 MS2 +],,1,lr_msms_nist,42022,743.075,743,595,595,99,.beta.-Nicotinamide adenine dinucleotide phosphate,1,C21H28N7O17P3,[M+2H]2+=>621.9=>508.0,,,,53598,1180398,XJLXINKUBYWONI-NNYOXOHSSA-N,,,
#15420 367.1264@12.486 MS1+ [Scan #1497 @12.3698 MS2 +],,1,hr_msms_nist,707949,422.173,422,359,359,55,8-Prenylluteone,1,C25H26O6,[M+H-C4H8]+,,,,125002917,3081039,VYELCIXMHUBNAL-UHFFFAOYSA-N,,,
#15420 367.1264@12.486 MS1+ [Scan #1481 @12.5647 MS2 +],,1,hr_msms_nist,604554,422.173,422,340,340,49.4,"6,8-Diprenylorobol",1,C25H26O6,[M+H-C4H8]+,,,,66777706,1944130,OAUIRSVJXOFAOO-UHFFFAOYSA-N,,,
#15426 688.1567@12.542 MS1+ [Scan #1480 @12.5553 MS2 +],,1,lr_msms_nist,12225,687.149,687,331,331,100,3'-Dephosphocoenzyme A,1,C21H35N7O13P2S,[M+H]+,,,,3633598,1051284,KDTSHFARGAKYJN-FTAFPTFXSA-N,,,
#15466 413.2007@12.969 MS1+ [Scan #1531 @13.0352 MS2 +],,1,hr_msms_nist,369326,390.204,390,501,501,81.9,Prostratin,1,C22H30O6,[M+Na]+,,,,60857081,1613913,BOJKFRKNLSCGHY-HXGSDTCMSA-N,,,
#15548 602.2898@13.758 MS1+ [Scan #1611 @13.8048 MS2 +],,1,biopep_msms_nist,38258,601.282,601,331,331,100,Sar-Arg-Gly-Asp-Ser-Pro,1,C23H39N9O10,[M+H]+,,"1/0,G,N-Methyl",,0,0,,,,
#15623 439.2437@14.466 MS1+ [Scan #1684 @14.4651 MS2 +],,1,biopep_msms_nist,12870,876.475,876,747,747,99,"Spinorphin, bovine",2,C45H64N8O10,[M+2H]2+,,,,0,0,,,,
#15623 439.2437@14.466 MS1+ [Scan #1667 @14.4410 MS2 +],,1,biopep_msms_nist,12870,876.475,876,761,761,99,"Spinorphin, bovine",2,C45H64N8O10,[M+2H]2+,,,,0,0,,,,
#15723 367.0733@15.538 MS1+ [Scan #1831 @15.5649 MS2 +],,1,hr_msms_nist,822415,366.071,366,385,385,77.2,"N-(1,1-Dioxidotetrahydro-3-thienyl)-2-[(4-methylphenoxy)methyl]-1,3-thiazole-4-carboxamide",1,C16H18N2O4S2,[M+H]+,,,,930994357,3225106,VINDBUONEPJWMV-UHFFFAOYSA-N,,,
#15741 413.0545@15.583 MS1+ [Scan #1802 @15.5575 MS2 +],,1,lr_msms_nist,155503,390.065,390,730,730,100,Phenyl{[4-phenyl-6-(trifluoromethyl)-2-pyrimidinyl]sulfanyl}acetic acid,1,C19H13F3N2O2S,[M+Na]+,,,,107072322,1833946,AQEVAFZLDGPQFC-UHFFFAOYSA-N,,,
#15741 413.0545@15.583 MS1+ [Scan #1864 @15.5718 MS2 +],,1,lr_msms_nist,155503,390.065,390,574,574,100,Phenyl{[4-phenyl-6-(trifluoromethyl)-2-pyrimidinyl]sulfanyl}acetic acid,1,C19H13F3N2O2S,[M+Na]+,,,,107072322,1833946,AQEVAFZLDGPQFC-UHFFFAOYSA-N,,,
#16025 481.2117@17.711 MS1+ [Scan #2010 @17.5742 MS2 +],,1,hr_msms_nist,506413,458.23,458,877,877,100,"Methyl 16-hydroxy-4,4,8,12,16-pentamethyl-15,17,19-trioxo-3,19-epoxyandrost-11-ene-14-carboxylate",1,C26H34O7,[M+Na]+,,,,1229025131,1821042,UPJBUABBBFMLGN-UHFFFAOYSA-N,,,
#16350 439.2415@19.735 MS1+ [Scan #2261 @19.7640 MS2 +],,1,biopep_msms_nist,12871,876.475,876,935,935,99,"Spinorphin, bovine",2,C45H64N8O10,[M+2H]2+,,,,0,0,,,,
#16350 439.2415@19.735 MS1+ [Scan #2233 @19.6208 MS2 +],,1,biopep_msms_nist,12870,876.475,876,967,967,98.7,"Spinorphin, bovine",2,C45H64N8O10,[M+2H]2+,,,,0,0,,,,
#16353 417.2596@19.797 MS1+ [Scan #2264 @19.7660 MS2 +],,1,lr_msms_nist,30225,416.254,416,484,484,100,Alfentanyl,1,C21H32N6O3,[M+H]+,,,,71195589,1119083,IDBPHNDTYPBSNI-UHFFFAOYSA-N,,,
#16532 378.2122@21.239 MS1+ [Scan #2536 @21.2402 MS2 +],,1,hr_msms_nist,372132,377.211,377,363,363,94.7,Ethyl (1-(5-fluoropentyl)-1H-indazole-3-carbonyl)-L-valinate,1,C20H28FN3O3,[M+H]+,,,,0,1617862,YWSYUMWEKPNAHT-KRWDZBQOSA-N,,,
#17011 481.2117@22.849 MS1+ [Scan #2621 @22.9038 MS2 +],,1,hr_msms_nist,506413,458.23,458,527,527,98.2,"Methyl 16-hydroxy-4,4,8,12,16-pentamethyl-15,17,19-trioxo-3,19-epoxyandrost-11-ene-14-carboxylate",1,C26H34O7,[M+Na]+,,,,1229025131,1821042,UPJBUABBBFMLGN-UHFFFAOYSA-N,,,
#17257 379.0698@25.208 MS1+ [Scan #3030 @25.1357 MS2 +],,1,hr_msms_nist,203423,356.088,356,403,403,98.6,Sulindac,1,C20H17FO3S,[M+Na]+,,,,38194502,1372810,MLKXDPUZXIRXEP-RQZCQDPDSA-N,,,
#17278 467.1677@25.327 MS1+ [Scan #2911 @25.3278 MS2 +],,1,hr_msms_nist,655556,444.178,444,510,510,100,"7-(Hydroxymethyl)-2,5a,11,11,13a-pentamethyl-3a,5a,6,8,12,13a,13b,13c-octahydrofuro[4,3,2-ij]pyrano[4',3':4,5]cyclohepta[1,2-f]isochromene-1,5,9,13(2H,11H)-tetrone",1,C24H28O8,[M+Na]+,,,,1212359982,3011573,JIEVZPUBUDASNE-UHFFFAOYSA-N,,,
#17278 467.1677@25.327 MS1+ [Scan #2890 @25.3167 MS2 +],,1,hr_msms_nist,109437,910.328,910,478,478,92.8,Man3 b,2,C34H58N2O26,[M+H+Na]2+,,,,0,1234405,,,,
#17289 467.1677@25.503 MS1+ [Scan #2924 @25.4510 MS2 +],,1,hr_msms_nist,109437,910.328,910,578,578,55.6,Man3 b,2,C34H58N2O26,[M+H+Na]2+,,,,0,1234405,,,,
#17389 457.1583@26.182 MS1+ [Scan #3170 @26.2187 MS2 +],,1,hr_msms_nist,20898,228.075,228,592,592,47.4,2'-Deoxyuridine,1,C9H12N2O5,[2M+H]+,,,,951780,1075510,MXHRCPNRJAMMIM-SHYZEUOFSA-N,,,
#17389 457.1583@26.182 MS1+ [Scan #2999 @26.2237 MS2 +],,1,hr_msms_nist,737135,456.142,456,478,478,99,Steganacin,1,C24H24O9,[M+H]+,,,,41451687,3134576,XJTXBUKLGQCZHC-XFQAVAEZSA-N,,,
#17391 435.1761@26.235 MS1+ [Scan #3006 @26.2780 MS2 +],,1,hr_msms_nist,625116,434.159,434,471,471,98.4,"3-(4-Hydroxy-2,2-dimethyl-1-oxo-3,3a-dihydroimidazo[1,2-a]indol-4-yl)-2-(4-oxoquinazolin-3-yl)propanoic acid",1,C23H22N4O5,[M+H]+,,,,1214828586,1971416,BMFPATPGMGPSGR-UHFFFAOYSA-N,,,
#17401 457.1582@26.382 MS1+ [Scan #3035 @26.3767 MS2 +],,1,hr_msms_nist,597074,434.179,434,539,539,38.8,"Methyl 3-ethoxy-8-(.beta.-D-glucopyranosyloxy)-1-methyl-4,4a,8,8a-tetrahydro-1H,3H-pyrano[3,4-c]pyran-5-carboxylate",1,C19H30O11,[M+Na]+,,,,0,1933938,IRKFOLIBBQDADK-WGXNBXMKSA-N,,,
#17463 457.1583@26.946 MS1+ [Scan #3143 @26.8690 MS2 +],,1,hr_msms_nist,20898,228.075,228,615,615,47.7,2'-Deoxyuridine,1,C9H12N2O5,[2M+H]+,,,,951780,1075510,MXHRCPNRJAMMIM-SHYZEUOFSA-N,,,
#17535 457.1581@27.515 MS1+ [Scan #3329 @27.4562 MS2 +],,1,hr_msms_nist,737135,456.142,456,482,482,99,Steganacin,1,C24H24O9,[M+H]+,,,,41451687,3134576,XJTXBUKLGQCZHC-XFQAVAEZSA-N,,,
#17554 457.1581@27.656 MS1+ [Scan #3194 @27.6353 MS2 +],,1,hr_msms_nist,737135,456.142,456,590,590,99,Steganacin,1,C24H24O9,[M+H]+,,,,41451687,3134576,XJTXBUKLGQCZHC-XFQAVAEZSA-N,,,
#17554 457.1581@27.656 MS1+ [Scan #3311 @27.5918 MS2 +],,1,hr_msms_nist,737135,456.142,456,590,590,98.9,Steganacin,1,C24H24O9,[M+H]+,,,,41451687,3134576,XJTXBUKLGQCZHC-XFQAVAEZSA-N,,,
#17557 467.1676@27.647 MS1+ [Scan #3228 @27.5698 MS2 +],,1,hr_msms_nist,655556,444.178,444,620,620,95.8,"7-(Hydroxymethyl)-2,5a,11,11,13a-pentamethyl-3a,5a,6,8,12,13a,13b,13c-octahydrofuro[4,3,2-ij]pyrano[4',3':4,5]cyclohepta[1,2-f]isochromene-1,5,9,13(2H,11H)-tetrone",1,C24H28O8,[M+Na]+,,,,1212359982,3011573,JIEVZPUBUDASNE-UHFFFAOYSA-N,,,
#17803 499.2050@30.315 MS1+ [Scan #3508 @30.2967 MS2 +],,1,hr_msms_nist,718145,476.206,476,618,618,54.8,"Methyl 3-[4-hydroxy-2-(2-methylpropyl)-1-oxo-3,3a-dihydro-2H-imidazo[1,2-a]indol-4-yl]-2-(4-oxoquinazolin-3-yl)propanoate",1,C26H28N4O5,[M+Na]+,,,,1793896395,3094986,XSMFFOWECZCAFL-UHFFFAOYSA-N,,,
#17913 557.2469@31.398 MS1+ [Scan #3853 @31.4187 MS2 +],,1,hr_msms_nist,292972,556.237,556,612,612,79.9,4-Hydroxyatorvastatin lactone,1,C33H33FN2O5,[M+H]+,,,,163217707,1502676,KDJMDZSAAFACAM-KAYWLYCHSA-N,,,
#17942 369.1608@31.659 MS1+ [Scan #3881 @31.6212 MS2 +],,1,hr_msms_nist,597299,346.178,346,816,816,99,"9,11,18-Trihydroxy-6,18-epoxypimara-5,8(14),15-trien-7-one",1,C20H26O5,[M+Na]+,,,,0,1934267,DVIBNAPGGXYIPD-UHFFFAOYSA-N,,,
#17944 375.1688@31.627 MS1+ [Scan #3699 @31.6453 MS2 +],,1,hr_msms_nist,847946,352.175,352,433,433,98.9,Ethyl 2-(4-(t-BOC)piperazin-1-yl)-4-hydroxypyrimidine-5-carboxylate,1,C16H24N4O5,[M+Na]+,,,,1065074318,3257440,QKKFACJXVJWDAL-UHFFFAOYSA-N,,,
#17951 375.1689@31.712 MS1+ [Scan #3699 @31.6453 MS2 +],,1,hr_msms_nist,847946,352.175,352,433,433,98.9,Ethyl 2-(4-(t-BOC)piperazin-1-yl)-4-hydroxypyrimidine-5-carboxylate,1,C16H24N4O5,[M+Na]+,,,,1065074318,3257440,QKKFACJXVJWDAL-UHFFFAOYSA-N,,,
#17999 526.2585@32.057 MS1+ [Scan #3757 @32.1142 MS2 +],,1,hr_msms_nist,229581,525.248,525,622,622,100,Virginiamycin component b,1,C28H35N3O7,[M+H]+,,,,0,1411474,DAIKHDNSXMZDCU-ZFGFZPGFSA-N,,,
#18179 376.2591@33.542 MS1+ [Scan #4106 @33.3597 MS2 +],,1,lr_msms_nist,18802,375.248,375,737,737,99,Lys-Thr-Lys,1,C16H33N5O5,[M+H]+,,,,0,1082554,YKBSXQFZWFXFIB-UHFFFAOYSA-N,,,
#18182 398.2410@33.565 MS1+ [Scan #4158 @33.3757 MS2 +],,1,hr_msms_nist,49604,397.229,397,996,996,24.6,"N-(Methylsulfonyl)-13-(3-pentyloxiranyl)-5Z,8Z,11Z-tridecatrienamide",1,C21H35NO4S,[M+H]+,,,,218461973,1139452,UPGGGACSUDOHOT-AWVFLLPBSA-N,,,
#18196 414.2151@33.534 MS1+ [Scan #3908 @33.5330 MS2 +],,1,hr_msms_nist,841317,391.236,391,948,948,85.5,"(3R,6S,6aS,10S,12aS,13aR,14S)-1-Ethyl-12a,14-dihydroxy-6-methoxy-3-methyl-8-oxotetradecahydro-7H-3,6a,13-(epiethane[1,1,2]triyl)-7,10-methanooxepino[3',4':4,5]benzo[1,2-b]azocine",1,C22H33NO5,[M+Na]+,,,,3328845,3249221,YPSAOPXJHSESSR-AKJDBWIISA-N,,,
#18200 469.1832@33.609 MS1+ [Scan #4137 @33.5878 MS2 +],,1,hr_msms_nist,700090,446.194,446,364,364,79.4,Gnaphalidin,1,C24H30O8,[M+Na]+,,,,70544922,3070025,GXQZOQHVBGNFHI-CZQCRYLRSA-N,,,
#18200 469.1832@33.609 MS1+ [Scan #3932 @33.5297 MS2 +],,1,hr_msms_nist,700090,446.194,446,403,403,42.2,Gnaphalidin,1,C24H30O8,[M+Na]+,,,,70544922,3070025,GXQZOQHVBGNFHI-CZQCRYLRSA-N,,,
#18214 435.2352@33.500 MS1+ [Scan #4150 @33.5583 MS2 +],,1,hr_msms_nist,661079,412.246,412,549,549,85.1,Andromedotoxin,1,C22H36O7,[M+Na]+,,,,4720096,3019219,NXCYBYJXCJWMRY-VGBBEZPXSA-N,,,
#18246 398.2411@34.059 MS1+ [Scan #4036 @33.9357 MS2 +],,1,hr_msms_nist,935289,397.225,397,985,985,53.3,2-{[4-(Dipentylamino)-2-hydroxyphenyl]carbonyl}benzoic acid,1,C24H31NO4,[M+H]+,,,,134338991,3371529,FHHJEXZQGLHKOT-UHFFFAOYSA-N,,,
#18281 469.1833@34.106 MS1+ [Scan #4056 @34.0697 MS2 +],,1,hr_msms_nist,770757,536.242,536,352,352,75.9,Okaramine R,1,C32H32N4O4,[M+H-C5H8]+,,,,263905028,3168396,BUTLVTAFDGYVNP-PFBNVUBMSA-N,,,
#18409 469.1831@35.252 MS1+ [Scan #4401 @35.1932 MS2 +],,1,hr_msms_nist,700090,446.194,446,469,469,56.2,Gnaphalidin,1,C24H30O8,[M+Na]+,,,,70544922,3070025,GXQZOQHVBGNFHI-CZQCRYLRSA-N,,,
#18459 415.2116@35.675 MS1+ [Scan #4185 @35.5140 MS2 +],,1,hr_msms_nist,762375,414.204,414,572,572,96.8,Myrtucommulone B,1,C24H30O6,[M+H]+,,,,54247233,3159854,AYAUOXWJIWVPSO-UHFFFAOYSA-N,,,
#18473 620.4368@35.629 MS1+ [Scan #4172 @35.4097 MS2 +],,1,MoNA-export-LipidBlast,59789,619.421,619,337,337,100,PC 24:1,1,C32H62NO8P,[M+H]+,,,,0,0,JRZDCWMBKQGBLM-YPKPFQOOSA-N,,,
#18492 359.1642@35.583 MS1+ [Scan #4227 @35.8287 MS2 +],,1,hr_msms_nist,220755,314.184,314,351,351,100,Loxistatin acid,1,C15H26N2O5,[M+2Na-H]+,,,,76684894,1398540,SCMSYZJDIQPSDI-UNXYVOJBSA-N,,,
#18544 357.1471@35.953 MS1+ [Scan #4415 @35.9672 MS2 +],,1,hr_msms_nist,249158,436.134,436,638,638,81.8,"1-Propanone, 1-[4-(5'-chloro-3,5-dimethyl[2,4'-bipyridin]-2'-yl)-1-piperazinyl]-3-(methylsulfonyl)-",1,C20H25ClN4O3S,[M+H-CH4SO2]+,,,,1373615350,1438887,BBVNTTZIOTWDSV-UHFFFAOYSA-N,,,
#18544 357.1471@35.953 MS1+ [Scan #4215 @35.9192 MS2 +],,1,hr_msms_nist,249158,436.134,436,709,709,77.4,"1-Propanone, 1-[4-(5'-chloro-3,5-dimethyl[2,4'-bipyridin]-2'-yl)-1-piperazinyl]-3-(methylsulfonyl)-",1,C20H25ClN4O3S,[M+H-CH4SO2]+,,,,1373615350,1438887,BBVNTTZIOTWDSV-UHFFFAOYSA-N,,,
#19261 367.1210@3.563 MS1+ [Scan #419 @3.5369 MS2 +],,1,hr_msms_nist,364262,423.162,423,332,332,98.8,"1-[[4,5-Bis(4-methoxyphenyl)-2-thiazolyl]carbonyl]-4-methylpiperazine",1,C23H25N3O3S,[M+H-C3H7N]+,,,,130717225,1606730,UBHKJRYGKOSQDJ-UHFFFAOYSA-N,,,
#19338 365.1055@3.799 MS1+ [Scan #443 @3.5499 MS2 +],,1,hr_msms_nist,14730,342.116,342,882,882,24.7,Lactose,1,C12H22O11,[M+Na]+,,,,63423,1069138,GUBGYTABKSRVRQ-JMNOBNSJSA-N,,,
#19525 351.0411@5.088 MS1+ [Scan #616 @5.0063 MS2 +],,1,hr_msms_nist,271740,175.013,175,333,333,100,(-)-Sulforaphene,1,C6H9NOS2,[2M+H]+,,,,592950,1473070,QKGJFQMGPDVOQE-HWKANZROSA-N,,,
#19735 399.1445@6.994 MS1+ [Scan #812 @6.7547 MS2 +],,1,lr_msms_nist,13823,398.137,398,309,309,100,S-Adenosyl-L-methionine,1,C15H22N6O5S,[M+H]+,,,,29908030,1053891,MEFKEPWMEQBLKI-VYZPSVTPSA-N,,,
#19820 1175.3687@7.321 MS1+ [Scan #885 @7.2075 MS2 +],,1,hr_msms_nist,1024001,1152.38,1152,400,400,77.6,Celloheptaose,1,C42H72O36,[M+Na]+,,,,52646272,3480064,,,,
#19820 1175.3687@7.321 MS1+ [Scan #878 @7.2031 MS2 +],,1,lr_msms_nist,48654,1152.38,1152,387,387,99,Maltoheptaose,1,C42H72O36,[M+Na]+,,,,34620785,1261391,BNABBHGYYMZMOA-WPQHDQNLSA-N,,,
#19989 542.0687@8.030 MS1+ [Scan #974 @7.9860 MS2 +],,1,lr_msms_nist,41228,541.061,541,491,491,100,Cyclic adenosine diphosphate ribose,1,C15H21N5O13P2,[M+H]+,,,,119340533,1173070,BQOHYSXSASDCEA-AUFQSWFVSA-N,,,
#19989 542.0687@8.030 MS1+ [Scan #964 @7.9505 MS2 +],,1,lr_msms_nist,41228,541.061,541,375,375,100,Cyclic adenosine diphosphate ribose,1,C15H21N5O13P2,[M+H]+,,,,119340533,1173070,BQOHYSXSASDCEA-AUFQSWFVSA-N,,,
#20130 542.0687@8.486 MS1+ [Scan #993 @8.3887 MS2 +],,1,lr_msms_nist,41228,541.061,541,360,360,100,Cyclic adenosine diphosphate ribose,1,C15H21N5O13P2,[M+H]+,,,,119340533,1173070,BQOHYSXSASDCEA-AUFQSWFVSA-N,,,
#20268 389.1320@9.265 MS1+ [Scan #1133 @9.1269 MS2 +],,1,hr_msms_nist,104062,388.131,388,301,301,99,"4'-Benzyloxy-5,7-dimethoxyflavone",1,C24H20O5,[M+H]+,,,,22812153,1224021,AXGDCWQADWNGMH-UHFFFAOYSA-N,,,
#20309 428.0367@9.479 MS1+ [Scan #1166 @9.4906 MS2 +],,1,lr_msms_nist,13809,427.029,427,485,485,99,Adenosine 5'-diphosphate,1,C10H15N5O10P2,[M+H]+,,,,58640,1053868,XTWYTFMLZFPYCI-KQYNXXCUSA-N,,,
#20408 442.1471@9.940 MS1+ [Scan #1212 @9.8747 MS2 +],,1,lr_msms_nist,47058,441.14,441,887,887,100,Folic acid,1,C19H19N7O6,[M+H]+,,,,59303,1237300,OVBPIULPVIDEAO-LBPRGKRZSA-N,,,
#20408 442.1471@9.940 MS1+ [Scan #1205 @9.8761 MS2 +],,1,lr_msms_nist,47058,441.14,441,765,765,100,Folic acid,1,C19H19N7O6,[M+H]+,,,,59303,1237300,OVBPIULPVIDEAO-LBPRGKRZSA-N,,,
#20628 362.0860@10.593 MS1+ [Scan #1301 @10.5430 MS2 +],,1,hr_msms_nist,162320,404.09,404,419,419,98.5,"3-Pyridinecarboxamide, 6-[(aminocarbonyl)(2,6-difluorophenyl)amino]-2-(2,4-difluorophenyl)-",1,C19H12F4N4O2,[M+H-CHNO]+,,,,745833232,1314147,FYSRKRZDBHOFAY-UHFFFAOYSA-N,,,
#20847 408.2240@11.608 MS1+ [Scan #1416 @11.6329 MS2 +],,1,hr_msms_nist,863656,407.21,407,343,343,96.2,Buxifoliadine A,1,C25H29NO4,[M+H]+,,,,263007654,3277178,XCHVRLXEQIEULZ-UHFFFAOYSA-N,,,
#20893 442.1471@12.173 MS1+ [Scan #1490 @12.1515 MS2 +],,1,lr_msms_nist,47058,441.14,441,792,792,100,Folic acid,1,C19H19N7O6,[M+H]+,,,,59303,1237300,OVBPIULPVIDEAO-LBPRGKRZSA-N,,,
#20905 352.1478@12.373 MS1+ [Scan #1511 @12.3369 MS2 +],,1,hr_msms_nist,197110,352.155,352,674,674,99,Palmatine cation,1,C21H22NO4,[Cat]+,,,,3486677,1363294,QUCQEUCGKKTEBI-UHFFFAOYSA-N,,,
#20932 413.2007@12.645 MS1+ [Scan #1539 @12.7085 MS2 +],,1,hr_msms_nist,273554,824.4,824,714,714,99,Vincristine,2,C46H56N4O10,[M+2H]2+,,,,57227,1475666,OGWKCGZFUXNPDA-CFWMRBGOSA-N,,,
#21140 361.0829@13.462 MS1+ [Scan #1632 @13.3946 MS2 +],,1,hr_msms_nist,358181,666.222,666,873,873,98.8,"3.alpha.,4.beta.,3.alpha.-Galactotetraose",2,C24H42O21,[M+Fe]2+,,,,56038381,1597481,HEAHRYDVILRNFD-FGKFJTINSA-N,,,
#21233 411.1672@13.904 MS1+ [Scan #1673 @13.8840 MS2 +],,1,hr_msms_nist,519509,393.142,393,310,310,95.3,"Diethyl 4-hydroxy-4-methyl-2-(4-nitrophenyl)-6-oxo-1,3-cyclohexanedicarboxylate",1,C19H23NO8,[M+NH4]+,,,,93711150,1838064,LRQXDKAQYSRKPX-UHFFFAOYSA-N,,,
#21249 439.2435@14.106 MS1+ [Scan #1723 @14.2000 MS2 +],,1,biopep_msms_nist,12870,876.475,876,967,967,99,"Spinorphin, bovine",2,C45H64N8O10,[M+2H]2+,,,,0,0,,,,
#21249 439.2435@14.106 MS1+ [Scan #1695 @14.0685 MS2 +],,1,biopep_msms_nist,12870,876.475,876,756,756,99,"Spinorphin, bovine",2,C45H64N8O10,[M+2H]2+,,,,0,0,,,,
#21249 439.2435@14.106 MS1+ [Scan #1681 @14.1603 MS2 +],,1,biopep_msms_nist,12870,876.475,876,769,769,99,"Spinorphin, bovine",2,C45H64N8O10,[M+2H]2+,,,,0,0,,,,
#21394 413.0545@15.154 MS1+ [Scan #1795 @15.1535 MS2 +],,1,lr_msms_nist,155503,390.065,390,478,478,100,Phenyl{[4-phenyl-6-(trifluoromethyl)-2-pyrimidinyl]sulfanyl}acetic acid,1,C19H13F3N2O2S,[M+Na]+,,,,107072322,1833946,AQEVAFZLDGPQFC-UHFFFAOYSA-N,,,
#21823 365.1571@17.301 MS1+ [Scan #2033 @17.2558 MS2 +],,1,hr_msms_nist,24358,364.142,364,312,312,56.3,Cys-Asp-Lys,1,C13H24N4O6S,[M+H]+,,,,0,1091647,YMBAVNPKBWHDAW-UHFFFAOYSA-N,,,
#21901 363.0580@17.537 MS1+ [Scan #2049 @17.3990 MS2 +],,1,hr_msms_nist,788765,362.049,362,680,680,99,3-[2-Hydroxy-5-(trifluoromethyl)phenyl]-6-(trifluoromethyl)-1H-benzimidazol-2-one,1,C15H8F6N2O2,[M+H]+,,,,153587010,3186881,YLFMCMWKHSDUCT-UHFFFAOYSA-N,,,
#22163 490.1759@18.426 MS1+ [Scan #2129 @18.4335 MS2 +],,1,hr_msms_nist,170568,489.164,489,665,665,100,"Benzo[b]thiophene-2-carboxamide, 3-chloro-N-[trans-4-(methylamino)cyclohexyl]-N-[[3-(4-pyridinyl)phenyl]methyl]-",1,C28H28ClN3OS,[M+H]+,,,,912545869,1325974,VFSUUTYAEQOIMW-YHBQERECSA-N,,,
#22538 400.1941@20.962 MS1+ [Scan #2548 @21.0353 MS2 +],,1,hr_msms_nist,727403,399.183,399,614,614,87.4,"6'-(Diethylamino)-1',3'-dimethyl-3H-spiro[isobenzofuran-1,9'-xanthen]-3-one",1,C26H25NO3,[M+H]+,,,,21934689,3122387,XUFBVJQHCCCPNM-UHFFFAOYSA-N,,,
#23273 467.1678@25.228 MS1+ [Scan #3083 @25.2142 MS2 +],,1,hr_msms_nist,655556,444.178,444,452,452,92.7,"7-(Hydroxymethyl)-2,5a,11,11,13a-pentamethyl-3a,5a,6,8,12,13a,13b,13c-octahydrofuro[4,3,2-ij]pyrano[4',3':4,5]cyclohepta[1,2-f]isochromene-1,5,9,13(2H,11H)-tetrone",1,C24H28O8,[M+Na]+,,,,1212359982,3011573,JIEVZPUBUDASNE-UHFFFAOYSA-N,,,
